year,sector,age,proportion,sample_size,evidence_class
2014,all,1,0.0,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,2,0.0,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,3,0.0,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,4,0.006376811594202898,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,5,0.05565217391304348,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,6,0.1472463768115942,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,7,0.19014492753623188,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,8,0.12,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,9,0.11536231884057971,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,10,0.09217391304347826,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,11,0.09159420289855072,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,12,0.04521739130434783,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,13,0.028405797101449276,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,14,0.01391304347826087,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,15,0.019130434782608695,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,16,0.010434782608695653,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,17,0.016231884057971015,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,18,0.011594202898550725,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,19,0.008695652173913044,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,20,0.006956521739130435,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,21,0.004057971014492754,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,22,0.00463768115942029,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,23,0.002898550724637681,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,24,0.0017391304347826088,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,25,0.0011594202898550724,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,26,0.0034782608695652175,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,27,0.0005797101449275362,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,28,0.0011594202898550724,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,29,0.0,1725,synthetic_multinomial_from_conditioned_operating_truth
2014,all,30,0.0011594202898550724,1725,synthetic_multinomial_from_conditioned_operating_truth
2015,all,0,0.0,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,1,0.0,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,2,0.0,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,3,0.000975609756097561,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,4,0.0024390243902439024,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,5,0.03902439024390244,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,6,0.17512195121951218,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,7,0.20243902439024392,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,8,0.15073170731707317,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,9,0.08487804878048781,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,10,0.08439024390243903,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,11,0.07609756097560975,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,12,0.06292682926829268,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,13,0.02926829268292683,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,14,0.018048780487804877,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,15,0.011707317073170732,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,16,0.009268292682926829,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,17,0.010731707317073172,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,18,0.010731707317073172,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,19,0.007804878048780488,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,20,0.004390243902439025,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,21,0.004390243902439025,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,22,0.004878048780487805,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,23,0.0034146341463414634,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,24,0.0,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,25,0.0014634146341463415,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,26,0.0004878048780487805,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,27,0.0,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,28,0.000975609756097561,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,29,0.0004878048780487805,2050,synthetic_multinomial_from_conditioned_operating_truth
2015,all,30,0.002926829268292683,2050,synthetic_multinomial_from_conditioned_operating_truth
2016,all,0,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,1,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,2,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,3,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,4,0.0026367831245880024,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,5,0.03889255108767304,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,6,0.17270929466051418,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,7,0.2564271588661833,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,8,0.17336849044166117,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,9,0.1041529334212261,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,10,0.06394199077125906,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,11,0.05207646671061305,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,12,0.03823335530652604,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,13,0.02966381015161503,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,14,0.02043506921555702,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,15,0.011865524060646011,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,16,0.007910349373764008,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,17,0.005273566249176005,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,18,0.001977587343441002,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,19,0.0065919578114700065,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,20,0.003955174686882004,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,21,0.0032959789057350032,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,22,0.0026367831245880024,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,23,0.0013183915622940012,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,24,0.0006591957811470006,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,25,0.0006591957811470006,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,26,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,27,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,28,0.0013183915622940012,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,29,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2016,all,30,0.0,1517,synthetic_multinomial_from_conditioned_operating_truth
2017,all,0,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,1,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,2,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,3,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,4,0.0033975084937712344,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,5,0.02944507361268403,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,6,0.13703284258210646,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,7,0.18912797281993204,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,8,0.2129105322763307,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,9,0.12117780294450736,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,10,0.09060022650056625,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,11,0.056625141562853906,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,12,0.03397508493771234,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,13,0.03397508493771234,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,14,0.02378255945639864,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,15,0.026047565118912798,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,16,0.010192525481313703,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,17,0.004530011325028313,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,18,0.0033975084937712344,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,19,0.004530011325028313,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,20,0.004530011325028313,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,21,0.0022650056625141564,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,22,0.004530011325028313,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,23,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,24,0.0022650056625141564,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,25,0.0022650056625141564,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,26,0.0011325028312570782,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,27,0.0011325028312570782,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,28,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,29,0.0,883,synthetic_multinomial_from_conditioned_operating_truth
2017,all,30,0.0011325028312570782,883,synthetic_multinomial_from_conditioned_operating_truth
2018,all,0,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,1,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,2,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,3,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,4,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,5,0.027624309392265192,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,6,0.1270718232044199,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,7,0.16022099447513813,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,8,0.17679558011049723,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,9,0.20441988950276244,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,10,0.08287292817679558,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,11,0.09392265193370165,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,12,0.03314917127071823,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,13,0.027624309392265192,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,14,0.04419889502762431,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,15,0.0055248618784530384,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,16,0.0055248618784530384,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,17,0.0055248618784530384,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,18,0.0055248618784530384,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,19,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,20,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,21,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,22,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,23,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,24,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,25,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,26,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,27,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,28,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,29,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2018,all,30,0.0,181,synthetic_multinomial_from_conditioned_operating_truth
2019,all,0,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,1,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,2,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,3,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,4,0.00847457627118644,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,5,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,6,0.06779661016949153,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,7,0.19491525423728814,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,8,0.1694915254237288,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,9,0.16101694915254236,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,10,0.15254237288135594,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,11,0.07627118644067797,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,12,0.05084745762711865,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,13,0.01694915254237288,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,14,0.03389830508474576,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,15,0.01694915254237288,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,16,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,17,0.025423728813559324,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,18,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,19,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,20,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,21,0.00847457627118644,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,22,0.00847457627118644,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,23,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,24,0.00847457627118644,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,25,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,26,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,27,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,28,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,29,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2019,all,30,0.0,118,synthetic_multinomial_from_conditioned_operating_truth
2020,all,0,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,1,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,2,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,3,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,4,0.0006341154090044388,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,5,0.027266962587190868,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,6,0.08560558021559923,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,7,0.18389346861128725,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,8,0.16296766011414077,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,9,0.15852885225110971,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,10,0.11984781230183894,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,11,0.10589727330374128,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,12,0.05136334812935954,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,13,0.03170577045022194,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,14,0.02155992390615092,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,15,0.01585288522511097,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,16,0.008877615726062143,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,17,0.01077996195307546,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,18,0.0031705770450221942,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,19,0.0057070386810399495,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,20,0.0019023462270133164,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,21,0.0006341154090044388,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,22,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,23,0.0012682308180088776,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,24,0.0012682308180088776,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,25,0.0006341154090044388,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,26,0.0006341154090044388,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,27,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,28,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,29,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2020,all,30,0.0,1577,synthetic_multinomial_from_conditioned_operating_truth
2021,all,0,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,1,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,2,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,3,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,4,0.001384083044982699,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,5,0.01730103806228374,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,6,0.09204152249134948,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,7,0.1806228373702422,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,8,0.15916955017301038,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,9,0.1397923875432526,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,10,0.12041522491349481,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,11,0.09619377162629758,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,12,0.061591695501730104,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,13,0.04498269896193772,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,14,0.021453287197231833,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,15,0.01384083044982699,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,16,0.011764705882352941,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,17,0.010380622837370242,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,18,0.004844290657439446,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,19,0.005536332179930796,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,20,0.0034602076124567475,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,21,0.002768166089965398,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,22,0.0020761245674740486,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,23,0.002768166089965398,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,24,0.001384083044982699,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,25,0.002768166089965398,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,26,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,27,0.001384083044982699,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,28,0.0,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,29,0.0006920415224913495,1445,synthetic_multinomial_from_conditioned_operating_truth
2021,all,30,0.001384083044982699,1445,synthetic_multinomial_from_conditioned_operating_truth
