year,sector,length_mm,proportion,sample_size,evidence_class
2021,all,350.0,0.001384083044982699,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,400.0,0.008996539792387544,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,450.0,0.04982698961937716,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,500.0,0.09896193771626298,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,550.0,0.13356401384083044,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,600.0,0.1695501730103806,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,650.0,0.1695501730103806,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,700.0,0.13494809688581316,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,750.0,0.09480968858131487,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,800.0,0.07335640138408304,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,850.0,0.02560553633217993,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,900.0,0.023529411764705882,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,950.0,0.009688581314878892,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,1000.0,0.004844290657439446,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,1050.0,0.001384083044982699,1445,synthetic_multinomial_from_published_growth_and_operating_truth
